pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate,pl_surf_temp,score_radius,score_insolation,score_eccentricity,score_orbital_period,score_temp,score,habitability_category,pl_gravity,total_score
TOI-1266 c,TOI-1266,0,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=STEF_AACUTE_NSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..259S/abstract target=ref>Stef&aacute;nsson et al. 2020</a>,18.80152,0.1037,1.673,0.14925532,6.4,0.02013665,Mass,0,2.42,347.1,1,<a refstr=STEF_AACUTE_NSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..259S/abstract target=ref>Stef&aacute;nsson et al. 2020</a>,M2 V,3573,0.4232,0.437,-0.08,[Fe/H],4.826,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118,12.941,8.84,12.1222,1/10/2022,2020-12,1/10/2022,,3.2699999999999996,0,9.332,0.5082608219178084,0,2.622052164383562,Category 3,,2.622052164383562
Kepler-323 b,Kepler-323,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.678328,0.02778,1.381,0.12320478,3.9,0.01227077,Mass,0.095,1900,1838,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,6004,1.12,1.015,-0.14,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m31.75s,291.3822988,+38d07m38.85s,38.1274595,454.883,12.78,11.354,12.658,4/17/2023,2023-04,4/17/2023,,6.1899999999999995,0,6.867999999999999,0.039132273972603215,0,2.6194264547945205,Category 3,,2.6194264547945205
Kepler-21 b,Kepler-21,1,2,1,Transit,2012,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,2.7858212,0.0434,1.639,0.14622204,7.5,0.02359764,Mass,0,2749,2015,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,6305,1.902,1.408,-0.03,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m26.87s,287.3619673,+38d42m50.90s,38.7141384,108.522,8.25,6.945,8.12832,4/17/2023,2023-04,4/17/2023,,3.6099999999999994,0,9.332,0.069474553,0,2.6022949106849316,Category 3,,2.6022949106849316
HD 136352 b,HD 136352,1,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,11.57797,0.0964,1.664,0.14845239,4.72,0.01485078,Mass,0,111.6,905,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.058,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,4.159,5.48495,8/9/2021,2021-06,8/9/2021,,3.360000000000001,0,9.332,0.310355342,0,2.600471068493151,Category 3,,2.600471068493151
HD 136352 b,HD 136352,0,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,11.57779,0.0969,1.482,0.13221518,4.62,0.01453607,Mass,0.079,114,911,0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,,5850,1.012,0.906,-0.25,[Fe/H],4.385,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,4.159,5.48495,12/10/2020,2020-09,12/17/2020,,5.18,0,7.508,0.3103504109589039,0,2.5996700821917806,Category 3,,2.5996700821917806
K2-136 d,K2-136,1,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,25.575,0.1538,1.565,0.13962019,3,0.00943906,Mass,0.071,7.07,420,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,,4500,0.677,0.742,-0.02,[M/H],4.68,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,11.101,8.368,10.8545,4/10/2023,2023-04,4/10/2023,,4.3500000000000005,0,7.828,0.6938356164383563,0,2.5743671232876713,Category 3,,2.5743671232876713
L 98-59 c,L 98-59,1,1,4,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,3.6906777,0.0304,1.385,0.12356164,2.22,0.0069849,Mass,0.103,12.8,553,0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,M3 V,3415,0.303,0.273,-0.46,[Fe/H],4.86,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,11.685,7.101,10.5976,8/23/2021,2021-09,8/23/2021,,6.15,0,6.548,0.094265142,0,2.5584530284931506,Category 3,,2.5584530284931506
Kepler-102 c,Kepler-102,1,1,5,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,7.071392,0.06702,0.567,0.05058444,1.7,0.0053488,Mass,0.094,61,777,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,4909,0.724,0.803,0.11,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,107.796,12.072,9.351,11.4784,4/17/2023,2023-04,4/17/2023,,5.67,0,6.9079999999999995,0.18688745205479407,0,2.552977490410959,Category 3,,2.552977490410959
L 98-59 d,L 98-59,1,1,4,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,7.4507245,0.0486,1.521,0.13569476,1.94,0.00610392,Mass,0.074,5.01,416,0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,M3 V,3415,0.303,0.273,-0.46,[Fe/H],4.86,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,11.685,7.101,10.5976,8/23/2021,2021-09,8/23/2021,,4.790000000000001,0,7.708,0.19728012328767086,0,2.539056024657534,Category 3,,2.539056024657534
K2-36 b,K2-36,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.422614,0.02288,1.43,0.12757627,4.3,0.01352931,Mass,0.093,519,1328,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,4916,0.718,0.79,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m47.76s,169.4490102,+03d51m59.41s,3.8665038,109.749,11.726,9.454001,11.527,4/17/2023,2023-04,4/17/2023,,5.700000000000001,0,6.9479999999999995,0.032126411,0,2.5360252821917806,Category 3,,2.5360252821917806
HD 3167 b,HD 3167,1,1,4,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.959641,0.01796,1.67,0.14898768,4.97,0.01563737,Mass,0,1650,1774,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5261,0.88,0.837,0.04,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899,8.97,7.066,8.76221,4/17/2023,2023-04,4/17/2023,,3.3000000000000007,0,9.332,0.019442219178081643,0,2.530288443835617,Category 3,,2.530288443835617
K2-199 b,K2-199,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,3.2253993,0.0382,1.73,0.15434053,6.9,0.02170983,Mass,0.02,116.2,913,0,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,,4491,0.682,0.711,-0.01,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.518,12.358,9.625,11.9053,3/28/2022,2021-12,3/28/2022,,2.7,0,9.868,0.081517789,0,2.529903557808219,Category 3,,2.529903557808219
EPIC 220674823 b,EPIC 220674823,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=GUENTHER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.529..141G/abstract target=ref>Guenther et al. 2024</a>,0.5713127,0.01314,1.676,0.14952296,7.8,0.02454154,Mass,0,4656,2299,0,<a refstr=GUENTHER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.529..141G/abstract target=ref>Guenther et al. 2024</a>,,5578,0.99,0.913,-0.005,[Fe/H],4.408,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,2/24/2025,2024-03,2/24/2025,,3.24,0,9.332,0.008803088,0,2.516160617534247,Category 3,,2.516160617534247
K2-131 b,K2-131,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.3693038,0.00936,1.69,0.15077196,7.9,0.02485618,Mass,0,4070,2223,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5120,0.7595,0.803,-0.04,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h11m00.34s,182.751404,-09d45m54.86s,-9.7652392,152.509,12.129,10.051,11.8999,4/17/2023,2023-04,4/17/2023,,3.1000000000000005,0,9.332,0.003268597,0,2.4870537194520552,Category 3,,2.4870537194520552
GJ 9827 b,GJ 9827,0,1,3,Transit,2017,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,1.2089819,0.0188,1.577,0.14069076,5.14,0.01617225,Mass,0.063,318,1175,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,4305,0.602,0.606,-0.26,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,10.37,7.193,9.83773,4/17/2023,2023-04,4/17/2023,,4.23,0,8.148,0.026273476712329824,0,2.480854695342466,Category 3,,2.480854695342466
HD 219134 f,HD 219134,1,1,6,Radial Velocity,2015,Multiple Observatories,Published Confirmed,1,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,22.717,0.1463,1.31,0.11687037,7.3,0.02296825,Mass,0.148,12.38,522.6,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,,4699,0.778,0.81,0.11,[Fe/H],4.567,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,5.56911,3.261,5.2402,3/14/2017,2017-03,3/16/2017,,6.8999999999999995,0,4.748,0.6155342465753417,0,2.452706849315068,Category 3,,2.452706849315068
HD 136352 d,HD 136352,1,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,107.245,0.425,2.562,0.22856672,8.82,0.02775082,Mass,0,5.74,431,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.058,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,4.159,5.48495,8/9/2021,2021-06,8/9/2021,,0,0,9.332,2.931369863013699,0,2.452673973,Category 3,,2.452673973
LP 791-18 c,LP 791-18,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,4.9899093,0.02961,2.438,0.21750417,7.1,0.0223391,Mass,8e-05,2.637,324.4,0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,M(6.1 +/- 0.7) V,2960,0.182,0.139,-0.09,[Fe/H],5.115,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927,16.91,10.644,15.0715,5/14/2023,2023-05,5/14/2023,,0,0,9.3352,0.12986052876712328,2.720000000000004,2.4370121057534258,Category 3,,2.4370121057534258
HD 20329 b,HD 20329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,0.926118,0.018,1.72,0.15344839,7.42,0.02334593,Mass,0,3474,2141,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,,5596,1.13,0.9,-0.07,[Fe/H],4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h16m42.75s,49.178124,+15d39m22.88s,15.6563542,63.6796,8.76,7.116,8.59089,11/29/2022,2022-11,11/29/2022,,2.8000000000000007,0,9.332,0.018523780821917413,0,2.4301047561643836,Category 3,,2.4301047561643836
EPIC 220674823 b,EPIC 220674823,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.571292,0.01326,1.725,0.15389446,8.21,0.02583155,Mass,0,4670,2300,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5532,0.988,0.95,0.11,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101,10.344,11.9535,4/17/2023,2023-04,4/17/2023,,2.749999999999999,0,9.332,0.008802521,0,2.418160504109589,Category 3,,2.418160504109589
TOI-5542 b,TOI-5542,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,75.12375,0.332,11.30986153,1.009,419.5334972,1.32,Mass,0.018,9.6,441,0,<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,G3 V,5700,1.058,0.89,-0.21,[Fe/H],4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h11m11.62s,302.7984228,-61d08m07.68s,-61.1354659,348.849,12.42,10.897,12.2819,10/10/2022,2022-09,10/10/2022,,0,0,9.948,2.0513356164383554,0,2.399867123287671,Category 3,,2.399867123287671
K2-216 b,K2-216,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,2.1748,0.028,1.75,0.15612454,8,0.02517069,Mass,0,248,1103,0,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,K5 V,4503,0.72,0.7,0,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h45m55.26s,11.4802354,+06d20m49.31s,6.3470302,115.461,12.403,9.721,12.0576,11/2/2018,2018-10,11/1/2018,,2.5,0,9.332,0.052734246575342425,0,2.3769468493150687,Category 3,,2.3769468493150687
